Observer;Tone complexity;Session;Practice or main experiment;Chord consonance;Chord shape index;Starting pitch;Probe correctness;Probe consonance;Probe index;Response yes/no;Response accuracy;Response time;Probe amplitude correction
CS;0;1;1;1;5;1;1;NaN;3;1;1;1.0892;NaN
CS;0;1;1;0;6;3;1;NaN;2;0;0;0.69224;NaN
CS;0;1;1;0;8;1;0;NaN;2;0;1;0.70544;NaN
CS;0;1;1;1;3;2;1;NaN;5;1;1;0.73322;NaN
CS;0;1;1;0;6;1;1;NaN;1;1;1;0.92005;NaN
CS;0;1;1;0;9;2;1;NaN;1;1;1;0.74073;NaN
CS;0;1;1;1;2;1;0;1;3;0;1;1.221;NaN
CS;0;1;1;0;7;3;1;NaN;4;1;1;0.71039;NaN
CS;0;1;1;1;3;4;0;1;3;1;0;1.0717;NaN
CS;0;1;1;0;8;1;0;NaN;2;0;1;0.74815;NaN
CS;0;1;1;0;10;1;1;NaN;1;1;1;0.97298;NaN
CS;0;1;1;1;1;5;1;NaN;1;1;1;0.76528;NaN
CS;0;1;1;0;9;5;0;NaN;3;0;1;0.73262;NaN
CS;0;1;1;0;6;3;0;NaN;1;0;1;0.83144;NaN
CS;0;1;1;1;4;5;1;NaN;5;1;1;0.73146;NaN
CS;0;1;1;1;1;2;0;0;3;0;1;0.69127;NaN
CS;0;1;1;1;2;4;0;1;3;0;1;1.043;NaN
CS;0;1;1;0;6;2;1;NaN;4;1;1;0.95743;NaN
CS;0;1;1;0;9;2;0;NaN;2;0;1;0.9757;NaN
CS;0;1;1;0;6;4;1;NaN;1;1;1;0.93355;NaN
CS;0;1;1;1;3;2;1;NaN;4;1;1;0.72888;NaN
CS;0;1;1;1;3;5;0;0;1;0;1;0.75519;NaN
CS;0;1;1;0;10;5;0;NaN;1;0;1;0.8795;NaN
CS;0;1;1;1;2;3;0;0;3;0;1;0.88456;NaN
CS;0;1;1;1;1;4;1;NaN;4;1;1;0.73766;NaN
CS;0;1;1;1;3;2;0;0;1;0;1;0.69551;NaN
CS;0;1;1;1;1;3;1;NaN;5;1;1;0.66606;NaN
CS;0;1;1;0;9;3;0;NaN;2;0;1;0.70137;NaN
CS;0;1;1;0;6;1;1;NaN;1;1;1;0.86975;NaN
CS;0;1;1;0;9;5;0;NaN;1;0;1;0.74816;NaN
CS;0;1;1;1;2;1;0;1;1;0;1;0.67208;NaN
CS;0;1;1;1;1;3;0;1;2;0;1;0.7477;NaN
CS;0;1;1;1;2;1;0;0;3;0;1;0.85561;NaN
CS;0;1;1;1;2;2;1;NaN;4;1;1;1.0482;NaN
CS;0;1;1;0;6;1;0;NaN;1;0;1;0.92325;NaN
CS;0;1;1;1;1;4;0;1;1;0;1;0.86704;NaN
CS;0;1;1;0;6;1;0;NaN;1;0;1;0.9855;NaN
CS;0;1;1;1;1;2;0;0;2;0;1;0.66613;NaN
CS;0;1;1;0;8;3;0;NaN;2;0;1;0.74442;NaN
CS;0;1;1;1;2;1;1;NaN;2;1;1;0.87072;NaN
CS;0;1;1;0;8;2;1;NaN;3;1;1;0.69897;NaN
CS;0;1;1;1;4;2;0;0;3;0;1;0.67755;NaN
CS;0;1;1;0;7;1;0;NaN;3;0;1;0.67979;NaN
CS;0;1;1;1;5;5;1;NaN;5;1;1;0.68398;NaN
CS;0;1;1;0;9;1;0;NaN;3;0;1;0.70469;NaN
CS;0;1;1;1;5;2;1;NaN;2;1;1;1.0864;NaN
CS;0;1;1;1;3;3;1;NaN;2;1;1;0.85752;NaN
CS;0;1;1;0;9;5;0;NaN;1;0;1;1.0266;NaN
CS;0;1;1;1;4;1;1;NaN;4;0;0;0.86249;NaN
CS;0;1;1;0;7;3;0;NaN;2;0;1;0.73255;NaN
CS;0;1;1;1;4;4;0;1;1;1;0;1.0443;NaN
CS;0;1;1;0;8;2;0;NaN;2;0;1;0.78028;NaN
CS;0;1;1;1;4;4;1;NaN;4;1;1;0.87974;NaN
CS;0;1;1;1;1;2;0;0;2;0;1;0.79381;NaN
CS;0;1;1;1;1;4;1;NaN;5;1;1;0.65675;NaN
CS;0;1;1;1;5;1;0;0;3;1;0;1.6169;NaN
CS;0;1;1;1;1;1;1;NaN;1;1;1;0.94706;NaN
CS;0;1;1;0;9;2;0;NaN;2;0;1;1.5163;NaN
CS;0;1;1;1;1;2;1;NaN;2;0;0;0.98068;NaN
CS;0;1;1;0;10;3;1;NaN;3;0;0;0.71255;NaN
CS;0;1;1;1;1;5;1;NaN;1;1;1;0.93832;NaN
CS;0;1;1;1;4;4;1;NaN;2;1;1;1.1895;NaN
CS;0;1;1;1;2;2;0;0;2;0;1;0.68479;NaN
CS;0;1;1;0;9;4;0;NaN;2;0;1;0.78018;NaN
CS;0;1;1;1;4;5;0;1;3;1;0;0.95639;NaN
CS;0;1;1;1;5;3;0;0;2;0;1;0.69474;NaN
CS;0;1;1;1;1;1;0;0;3;1;0;0.89456;NaN
CS;0;1;1;1;4;2;1;NaN;5;1;1;0.71606;NaN
CS;0;1;1;0;8;5;1;NaN;3;1;1;0.69334;NaN
CS;0;1;1;1;1;1;0;1;2;0;1;1.2909;NaN
CS;0;1;1;1;4;1;0;1;3;1;0;1.401;NaN
CS;0;1;1;1;5;4;1;NaN;3;0;0;0.76173;NaN
CS;0;1;1;1;4;4;1;NaN;4;1;1;0.75555;NaN
CS;0;1;1;0;10;1;1;NaN;1;1;1;0.72847;NaN
CS;0;1;1;0;7;1;1;NaN;1;1;1;0.75725;NaN
CS;0;1;1;0;10;1;1;NaN;4;1;1;1.0762;NaN
CS;0;1;1;0;8;1;1;NaN;3;1;1;0.79318;NaN
CS;0;1;1;1;4;4;0;1;3;1;0;0.85581;NaN
CS;0;1;1;1;1;3;1;NaN;5;1;1;0.62123;NaN
CS;0;1;1;1;2;2;1;NaN;2;0;0;1.2829;NaN
CS;0;1;1;1;1;4;0;0;2;0;1;0.73394;NaN
CS;0;1;1;0;8;3;1;NaN;1;1;1;0.89367;NaN
CS;0;1;1;0;10;4;1;NaN;4;1;1;1.1258;NaN
CS;0;1;1;0;7;3;1;NaN;2;1;1;0.74747;NaN
CS;0;1;1;0;10;1;1;NaN;3;1;1;1.3937;NaN
CS;0;1;1;0;6;4;0;NaN;2;1;0;0.82045;NaN
CS;0;1;1;0;9;2;0;NaN;3;0;1;0.6986;NaN
CS;0;1;1;0;10;1;1;NaN;5;1;1;0.72515;NaN
CS;0;1;1;0;7;2;0;NaN;2;0;1;0.82834;NaN
CS;0;1;1;1;5;5;0;0;3;0;1;0.90145;NaN
CS;0;1;1;1;3;1;0;0;2;0;1;0.73408;NaN
CS;0;1;1;0;6;1;0;NaN;2;0;1;0.7394;NaN
CS;0;1;1;0;7;5;0;NaN;3;0;1;0.92618;NaN
CS;0;1;1;1;3;2;0;0;2;0;1;0.78992;NaN
CS;0;1;1;0;7;1;0;NaN;1;0;1;0.78338;NaN
CS;0;1;1;1;1;5;0;0;2;1;0;1.3734;NaN
CS;0;1;1;0;6;5;1;NaN;2;0;0;0.66786;NaN
CS;0;1;1;1;1;1;1;NaN;5;1;1;0.69555;NaN
CS;0;1;1;1;5;3;0;1;1;1;0;1.0958;NaN
CS;0;1;1;0;8;5;0;NaN;1;1;0;0.92087;NaN
CS;0;1;1;0;8;1;1;NaN;3;1;1;0.74154;NaN
CS;0;1;1;0;9;4;1;NaN;5;1;1;0.62987;NaN
CS;0;1;1;1;1;1;1;NaN;2;1;1;1.4335;NaN
CS;0;1;1;1;3;1;0;1;1;1;0;0.92177;NaN
CS;0;1;1;0;9;5;0;NaN;3;0;1;0.74795;NaN
CS;0;1;1;1;1;5;0;1;2;1;0;0.95683;NaN
CS;0;1;1;0;7;3;1;NaN;3;1;1;0.72155;NaN
CS;0;1;1;0;7;5;0;NaN;3;1;0;1.1473;NaN
CS;0;1;1;0;6;4;1;NaN;5;1;1;0.62112;NaN
CS;0;1;1;0;8;5;1;NaN;4;1;1;0.88806;NaN
CS;0;1;1;0;6;1;1;NaN;3;0;0;1.4827;NaN
CS;0;1;1;0;6;1;1;NaN;4;1;1;1.134;NaN
CS;0;1;1;1;5;3;0;0;3;1;0;0.71106;NaN
CS;0;1;1;0;7;5;1;NaN;5;1;1;0.65094;NaN
CS;0;1;1;0;6;5;0;NaN;3;0;1;1.0426;NaN
CS;0;1;1;1;5;3;1;NaN;3;0;0;0.90103;NaN
CS;0;1;1;1;1;1;0;0;2;0;1;0.74969;NaN
CS;0;1;1;0;8;4;0;NaN;1;1;0;0.88887;NaN
CS;0;1;1;0;9;2;1;NaN;3;0;0;0.61948;NaN
CS;0;1;1;1;3;3;0;1;3;0;1;0.96605;NaN
CS;0;1;1;1;3;2;0;1;3;0;1;0.82479;NaN
CS;0;1;1;0;8;2;0;NaN;3;0;1;0.67634;NaN
CS;0;1;1;1;4;4;0;1;3;1;0;1.2726;NaN
CS;0;1;1;1;1;4;0;0;1;0;1;0.66147;NaN
CS;0;1;1;0;7;5;1;NaN;5;1;1;0.64072;NaN
CS;0;1;1;0;7;2;1;NaN;1;1;1;0.85278;NaN
CS;0;1;1;1;4;5;1;NaN;5;1;1;0.70077;NaN
CS;0;1;1;1;1;3;0;0;3;0;1;0.6985;NaN
CS;0;1;1;1;5;4;0;0;1;0;1;0.70675;NaN
CS;0;1;1;0;8;1;1;NaN;2;0;0;0.76344;NaN
CS;0;1;1;1;2;2;1;NaN;2;1;1;1.0484;NaN
CS;0;1;1;0;9;3;1;NaN;4;1;1;0.80087;NaN
CS;0;1;1;1;4;5;0;0;3;0;1;0.74131;NaN
CS;0;1;1;0;6;2;0;NaN;1;0;1;1.2375;NaN
CS;0;1;1;0;6;4;0;NaN;1;0;1;0.72545;NaN
CS;0;1;1;0;6;3;0;NaN;3;0;1;0.80473;NaN
CS;0;1;1;1;1;1;0;1;1;0;1;0.90823;NaN
CS;0;1;1;0;9;5;1;NaN;1;1;1;0.75737;NaN
CS;0;1;1;0;10;2;0;NaN;1;0;1;0.77225;NaN
CS;0;1;1;0;9;3;1;NaN;2;0;0;0.76689;NaN
CS;0;1;1;0;9;4;0;NaN;1;0;1;0.70747;NaN
CS;0;1;1;1;3;3;1;NaN;3;0;0;0.72424;NaN
CS;0;1;1;0;8;4;1;NaN;3;1;1;0.67552;NaN
CS;0;1;1;1;5;3;0;0;1;0;1;0.62087;NaN
CS;0;1;1;1;5;5;0;1;3;1;0;0.9408;NaN
CS;0;1;1;1;2;5;0;0;1;0;1;0.64052;NaN
CS;0;1;1;0;6;4;0;NaN;2;0;1;0.77273;NaN
CS;0;1;1;0;8;2;1;NaN;2;0;0;0.73007;NaN
CS;0;1;1;1;3;2;1;NaN;2;0;0;0.72201;NaN
CS;0;1;1;0;7;2;0;NaN;3;0;1;0.7507;NaN
CS;0;1;1;1;1;4;0;1;3;1;0;1.0295;NaN
CS;0;1;1;0;6;1;1;NaN;4;0;0;714;NaN
CS;0;1;1;0;7;3;0;NaN;2;0;1;0.72071;NaN
CS;0;1;1;0;8;1;0;NaN;3;0;1;0.75996;NaN
CS;0;1;1;1;1;2;1;NaN;2;0;0;0.67389;NaN
CS;0;1;1;0;6;5;0;NaN;3;0;1;0.70152;NaN
CS;0;1;1;1;4;4;1;NaN;2;0;0;0.82175;NaN
CS;0;1;1;0;6;2;1;NaN;1;1;1;0.94895;NaN
CS;0;1;1;1;4;5;1;NaN;5;1;1;0.63815;NaN
CS;0;1;1;0;8;5;0;NaN;1;0;1;1.6238;NaN
CS;0;1;1;0;7;2;1;NaN;2;0;0;0.73295;NaN
CS;0;1;1;0;6;2;1;NaN;5;1;1;0.73288;NaN
CS;0;1;1;0;8;3;1;NaN;3;1;1;0.92455;NaN
CS;0;1;1;0;6;3;1;NaN;2;0;0;0.70273;NaN
CS;0;1;1;0;9;2;0;NaN;2;0;1;0.7325;NaN
CS;0;1;1;0;8;2;1;NaN;1;1;1;0.77228;NaN
CS;0;1;1;1;2;2;1;NaN;2;1;1;1.1057;NaN
CS;0;1;1;1;2;5;1;NaN;3;1;1;0.71551;NaN
CS;0;1;1;0;7;5;0;NaN;1;0;1;0.72216;NaN
CS;0;1;1;1;4;2;1;NaN;1;1;1;0.92382;NaN
CS;0;1;1;1;2;4;1;NaN;1;1;1;0.69705;NaN
CS;0;1;1;1;1;5;1;NaN;1;1;1;0.66774;NaN
CS;0;1;1;0;6;4;1;NaN;2;0;0;0.73256;NaN
CS;0;1;1;1;1;2;1;NaN;2;0;0;0.82821;NaN
CS;0;1;1;1;5;2;1;NaN;1;1;1;0.70922;NaN
CS;0;1;1;0;6;5;1;NaN;4;1;1;0.92349;NaN
CS;0;1;1;0;8;1;1;NaN;1;1;1;0.81369;NaN
CS;0;1;1;0;8;4;0;NaN;2;0;1;0.74714;NaN
CS;0;1;1;1;2;3;0;1;3;0;1;2.02;NaN
CS;0;1;1;0;8;3;0;NaN;2;0;1;0.87395;NaN
CS;0;1;1;1;1;4;1;NaN;1;1;1;0.84659;NaN
CS;0;1;1;1;4;1;1;NaN;2;0;0;0.81712;NaN
CS;0;1;1;1;4;3;0;1;2;1;0;1.4786;NaN
CS;0;1;1;1;2;2;0;1;2;1;0;0.95406;NaN
CS;0;1;1;1;4;4;1;NaN;1;1;1;0.72609;NaN
CS;0;1;1;0;8;5;0;NaN;3;0;1;0.75747;NaN
CS;0;1;1;0;9;2;0;NaN;3;0;1;0.76431;NaN
CS;0;1;1;0;7;3;0;NaN;2;0;1;0.72106;NaN
CS;0;1;1;0;10;1;0;NaN;2;0;1;0.75251;NaN
CS;0;1;1;1;4;4;0;0;1;0;1;0.72759;NaN
CS;0;1;1;0;7;5;0;NaN;1;0;1;0.70329;NaN
CS;0;1;1;0;7;1;0;NaN;1;0;1;0.67441;NaN
CS;0;1;1;1;4;1;0;0;2;0;1;0.68607;NaN
CS;0;1;1;0;10;3;1;NaN;3;0;0;0.68031;NaN
CS;0;1;1;0;9;5;0;NaN;3;0;1;0.83949;NaN
CS;0;1;1;1;1;5;1;NaN;5;1;1;0.64656;NaN
CS;0;1;1;0;10;4;1;NaN;4;0;0;0.7153;NaN
CS;0;1;1;1;1;1;1;NaN;2;0;0;0.84573;NaN
CS;0;1;1;1;1;5;1;NaN;5;1;1;0.62127;NaN
CS;0;1;1;0;8;1;0;NaN;3;0;1;0.62438;NaN
CS;0;1;1;0;9;2;0;NaN;1;0;1;0.66198;NaN
CS;0;1;1;1;4;1;1;NaN;5;1;1;0.80113;NaN
CS;0;1;1;1;5;3;0;1;3;1;0;0.64555;NaN
CS;0;1;1;1;5;4;1;NaN;1;1;1;1.2557;NaN
CS;0;1;1;0;6;4;0;NaN;3;0;1;0.67555;NaN
CS;0;1;1;1;4;3;1;NaN;3;1;1;2.0317;NaN
CS;0;1;1;0;10;5;1;NaN;4;1;1;1.4093;NaN
CS;0;1;1;1;5;1;0;1;2;1;0;1.045;NaN
CS;0;1;1;0;7;5;0;NaN;2;0;1;0.66105;NaN
CS;0;1;1;1;4;1;1;NaN;2;0;0;0.76828;NaN
CS;0;1;1;1;2;1;1;NaN;3;1;1;1.304;NaN
CS;0;1;1;0;7;2;1;NaN;2;0;0;0.82833;NaN
CS;0;1;1;1;1;5;1;NaN;5;1;1;0.67744;NaN
CS;0;1;1;0;6;4;0;NaN;3;1;0;1.2043;NaN
CS;0;1;1;1;1;4;0;0;2;0;1;0.73004;NaN
CS;0;1;1;0;8;2;0;NaN;3;0;1;0.85776;NaN
CS;0;1;1;1;3;5;0;1;3;1;0;1.0903;NaN
CS;0;1;1;0;6;5;1;NaN;5;1;1;0.62435;NaN
CS;0;1;1;1;2;5;1;NaN;1;1;1;0.74187;NaN
CS;0;1;1;0;7;1;0;NaN;3;0;1;0.76625;NaN
CS;0;1;1;0;10;2;0;NaN;2;0;1;0.78708;NaN
CS;0;1;1;0;7;4;0;NaN;3;0;1;0.74806;NaN
CS;0;1;1;1;2;1;1;NaN;1;1;1;0.88535;NaN
CS;0;1;1;0;8;3;0;NaN;3;0;1;0.69601;NaN
CS;0;1;1;1;1;2;0;0;1;0;1;0.76283;NaN
CS;0;1;1;0;6;1;1;NaN;5;1;1;0.67664;NaN
CS;0;1;1;0;6;5;0;NaN;2;0;1;0.73923;NaN
CS;0;1;1;0;9;1;0;NaN;2;0;1;0.81965;NaN
CS;0;1;1;1;5;2;1;NaN;2;1;1;1.2706;NaN
CS;0;1;1;1;4;5;1;NaN;1;1;1;0.69713;NaN
CS;0;1;1;1;5;4;0;1;3;1;0;0.64114;NaN
CS;0;1;1;1;4;2;0;0;2;0;1;0.71743;NaN
CS;0;1;1;0;9;5;1;NaN;5;1;1;0.65767;NaN
CS;0;1;1;0;9;5;0;NaN;1;0;1;0.88429;NaN
CS;0;1;1;0;9;3;0;NaN;2;0;1;0.6784;NaN
CS;0;1;1;1;5;5;0;1;3;1;0;1.0051;NaN
CS;0;1;1;1;5;1;0;0;3;0;1;0.64807;NaN
CS;0;2;0;0;4;2;0;NaN;1;1;1;0.63811;NaN
CS;0;2;0;0;4;1;0;NaN;2;0;1;0.89468;NaN
CS;0;2;0;0;3;2;0;NaN;2;0;1;1.0817;NaN
CS;0;2;0;0;4;2;0;NaN;1;0;1;0.78021;NaN
CS;0;2;0;0;3;1;0;NaN;1;0;0;1.1701;NaN
CS;0;2;0;1;1;1;1;NaN;4;0;1;1.3493;NaN
CS;0;2;0;0;4;1;1;NaN;2;0;1;1.1409;NaN
CS;0;2;0;0;4;1;0;NaN;3;0;0;0.9691;NaN
CS;0;2;0;1;1;2;0;1;3;1;1;0.96385;NaN
CS;0;2;0;0;3;1;1;NaN;1;0;1;0.92917;NaN
CS;0;2;0;0;4;2;1;NaN;3;1;1;0.99353;NaN
CS;0;2;0;0;3;1;0;NaN;3;0;1;0.85676;NaN
CS;0;2;0;0;4;3;1;NaN;2;1;1;1.1583;NaN
CS;0;2;0;1;2;1;0;0;3;0;0;0.82198;NaN
CS;0;2;0;1;1;1;1;NaN;5;1;1;1.3617;NaN
CS;0;2;0;0;4;2;1;NaN;2;1;1;0.70863;NaN
CS;0;2;0;0;3;2;0;NaN;1;1;0;1.0188;NaN
CS;0;2;0;0;4;2;0;NaN;3;1;1;0.7983;NaN
CS;0;2;0;1;1;3;1;NaN;3;0;1;0.78982;NaN
CS;0;2;0;0;3;3;0;NaN;1;1;1;1.0444;NaN
CS;0;2;0;1;2;3;0;0;2;1;0;0.92411;NaN
CS;0;2;0;0;3;1;1;NaN;5;0;1;0.81195;NaN
CS;0;2;0;0;3;1;0;NaN;1;1;0;1.2309;NaN
CS;0;2;0;0;3;3;0;NaN;2;1;1;735;NaN
CS;0;2;0;0;4;3;1;NaN;1;1;1;0.95598;NaN
CS;0;2;0;1;2;3;1;NaN;4;0;1;0.76621;NaN
CS;0;2;0;1;2;2;0;1;3;0;0;1.0728;NaN
CS;0;2;0;1;2;2;1;NaN;5;1;0;0.91215;NaN
CS;0;2;0;0;3;1;1;NaN;2;0;1;0.95638;NaN
CS;0;2;0;0;3;2;0;NaN;3;1;1;0.95064;NaN
CS;0;2;0;1;1;3;1;NaN;3;1;1;0.82434;NaN
CS;0;2;0;0;4;3;1;NaN;5;1;1;0.77189;NaN
CS;0;2;0;0;3;1;0;NaN;3;0;1;1.2441;NaN
CS;0;2;0;1;2;1;1;NaN;3;0;0;1.4121;NaN
CS;0;2;0;0;4;3;0;NaN;1;0;0;0.97085;NaN
CS;0;2;0;1;1;3;0;1;3;0;1;0.89668;NaN
CS;0;2;0;0;3;3;0;NaN;3;0;0;1.1533;NaN
CS;0;2;0;0;3;3;1;NaN;3;1;1;1.585;NaN
CS;0;2;0;0;4;2;0;NaN;2;0;1;0.88108;NaN
CS;0;2;0;1;2;2;1;NaN;4;1;1;1.6407;NaN
CS;0;2;1;1;4;2;1;NaN;5;1;1;0.68654;NaN
CS;0;2;1;1;2;2;0;1;1;0;1;0.66973;NaN
CS;0;2;1;1;3;2;1;NaN;5;1;1;0.66241;NaN
CS;0;2;1;0;6;3;1;NaN;4;1;1;1.0228;NaN
CS;0;2;1;0;10;2;0;NaN;3;0;1;0.72244;NaN
CS;0;2;1;0;7;5;1;NaN;2;0;0;0.74576;NaN
CS;0;2;1;1;3;2;0;1;3;0;1;1.1386;NaN
CS;0;2;1;0;9;1;1;NaN;4;0;0;0.67824;NaN
CS;0;2;1;1;4;1;0;1;2;0;1;0.75693;NaN
CS;0;2;1;0;8;5;1;NaN;1;1;1;0.8862;NaN
CS;0;2;1;1;3;5;0;0;3;0;1;0.71799;NaN
CS;0;2;1;0;6;2;1;NaN;2;0;0;0.7085;NaN
CS;0;2;1;1;3;1;1;NaN;5;1;1;0.74138;NaN
CS;0;2;1;0;8;5;1;NaN;1;1;1;0.8377;NaN
CS;0;2;1;1;2;1;0;0;3;0;1;0.70612;NaN
CS;0;2;1;0;8;3;0;NaN;3;0;1;0.74455;NaN
CS;0;2;1;0;7;2;1;NaN;5;1;1;0.66532;NaN
CS;0;2;1;1;4;5;0;1;1;1;0;0.86851;NaN
CS;0;2;1;0;8;2;1;NaN;4;1;1;0.78961;NaN
CS;0;2;1;0;7;5;0;NaN;3;0;1;0.71352;NaN
CS;0;2;1;1;2;3;0;0;1;0;1;0.6669;NaN
CS;0;2;1;0;9;4;1;NaN;2;0;0;0.68591;NaN
CS;0;2;1;1;2;2;1;NaN;2;1;1;1.6402;NaN
CS;0;2;1;0;6;4;0;NaN;1;0;1;0.68931;NaN
CS;0;2;1;0;10;2;1;NaN;5;1;1;0.87804;NaN
CS;0;2;1;0;9;1;0;NaN;2;0;1;0.70697;NaN
CS;0;2;1;0;8;2;0;NaN;2;0;1;0.66992;NaN
CS;0;2;1;1;1;5;0;1;1;0;1;1.8443;NaN
CS;0;2;1;0;7;2;0;NaN;1;0;1;0.67284;NaN
CS;0;2;1;1;1;2;0;1;3;1;0;1.0443;NaN
CS;0;2;1;0;7;1;0;NaN;3;0;1;0.64997;NaN
CS;0;2;1;1;5;1;1;NaN;3;0;0;0.63346;NaN
CS;0;2;1;0;9;2;0;NaN;1;0;1;0.70907;NaN
CS;0;2;1;1;4;3;0;1;1;1;0;1.2298;NaN
CS;0;2;1;0;8;3;0;NaN;1;1;0;0.88515;NaN
CS;0;2;1;1;5;3;0;0;3;1;0;0.89274;NaN
CS;0;2;1;0;10;3;0;NaN;2;0;1;0.72511;NaN
CS;0;2;1;0;10;1;1;NaN;4;0;0;0.75364;NaN
CS;0;2;1;0;7;4;0;NaN;2;0;1;0.70151;NaN
CS;0;2;1;1;1;2;1;NaN;5;1;1;0.67775;NaN
CS;0;2;1;1;2;5;0;1;2;1;0;1.1666;NaN
CS;0;2;1;0;6;2;1;NaN;3;0;0;0.59927;NaN
CS;0;2;1;1;3;4;0;1;1;0;1;0.64336;NaN
CS;0;2;1;0;10;4;0;NaN;2;0;1;0.76496;NaN
CS;0;2;1;0;9;2;1;NaN;5;1;1;0.98833;NaN
CS;0;2;1;0;7;3;1;NaN;4;1;1;0.60571;NaN
CS;0;2;1;1;1;2;0;1;1;1;0;1.1062;NaN
CS;0;2;1;1;3;5;0;0;2;0;1;0.65174;NaN
CS;0;2;1;0;10;1;0;NaN;3;0;1;0.6379;NaN
CS;0;2;1;0;8;2;1;NaN;2;0;0;0.67153;NaN
CS;0;2;1;0;7;1;0;NaN;2;0;1;0.68567;NaN
CS;0;2;1;1;1;5;0;1;1;0;1;0.71992;NaN
CS;0;2;1;0;9;3;1;NaN;5;1;1;0.70821;NaN
CS;0;2;1;1;3;3;1;NaN;4;1;1;0.68247;NaN
CS;0;2;1;0;10;2;0;NaN;3;0;1;0.68415;NaN
CS;0;2;1;0;9;4;1;NaN;4;1;1;1.3258;NaN
CS;0;2;1;0;8;1;1;NaN;5;1;1;0.68137;NaN
CS;0;2;1;0;10;3;1;NaN;1;1;1;0.92309;NaN
CS;0;2;1;1;3;5;0;0;2;0;1;0.69889;NaN
CS;0;2;1;1;2;3;1;NaN;3;0;0;1.635;NaN
CS;0;2;1;1;1;1;1;NaN;2;0;0;1.0062;NaN
CS;0;2;1;1;1;4;1;NaN;4;1;1;0.69404;NaN
CS;0;2;1;0;10;4;0;NaN;1;0;1;0.66726;NaN
CS;0;2;1;1;2;1;1;NaN;1;1;1;0.94246;NaN
CS;0;2;1;0;8;3;0;NaN;1;1;0;0.73567;NaN
CS;0;2;1;0;9;1;1;NaN;3;0;0;0.89848;NaN
CS;0;2;1;1;3;4;1;NaN;3;1;1;0.76319;NaN
CS;0;2;1;1;4;3;0;0;3;1;0;1.2371;NaN
CS;0;2;1;0;10;5;0;NaN;3;0;1;0.66889;NaN
CS;0;2;1;0;10;5;0;NaN;1;0;1;0.73914;NaN
CS;0;2;1;0;6;1;1;NaN;5;1;1;0.64335;NaN
CS;0;2;1;1;5;4;1;NaN;5;1;1;0.66899;NaN
CS;0;2;1;1;5;1;1;NaN;2;0;0;0.75774;NaN
CS;0;2;1;1;2;4;1;NaN;4;1;1;0.78049;NaN
CS;0;2;1;0;10;3;1;NaN;5;1;1;0.65039;NaN
CS;0;2;1;0;6;4;1;NaN;4;1;1;0.64456;NaN
CS;0;2;1;1;3;5;1;NaN;3;1;1;0.97731;NaN
CS;0;2;1;0;10;4;1;NaN;4;0;0;0.74844;NaN
CS;0;2;1;0;7;3;1;NaN;1;1;1;0.94935;NaN
CS;0;2;1;0;10;3;0;NaN;1;0;1;0.8976;NaN
CS;0;2;1;0;7;5;0;NaN;1;0;1;0.72069;NaN
CS;0;2;1;0;6;5;1;NaN;2;0;0;0.62096;NaN
CS;0;2;1;1;2;1;0;0;1;0;1;0.74106;NaN
CS;0;2;1;1;5;2;0;1;2;0;1;0.66936;NaN
CS;0;2;1;0;6;1;0;NaN;2;0;1;0.67004;NaN
CS;0;2;1;0;9;3;1;NaN;5;1;1;0.79621;NaN
CS;0;2;1;0;6;1;0;NaN;3;0;1;0.66964;NaN
CS;0;2;1;0;9;2;1;NaN;5;1;1;0.64929;NaN
CS;0;2;1;1;4;1;0;0;1;0;1;0.73404;NaN
CS;0;2;1;1;2;3;1;NaN;1;1;1;0.84574;NaN
CS;0;2;1;0;8;3;1;NaN;5;1;1;0.72296;NaN
CS;0;2;1;0;8;5;1;NaN;1;1;1;0.65013;NaN
CS;0;2;1;0;6;1;0;NaN;3;0;1;0.70824;NaN
CS;0;2;1;0;6;3;1;NaN;2;0;0;0.82086;NaN
CS;0;2;1;0;7;1;0;NaN;2;0;1;0.74446;NaN
CS;0;2;1;1;3;1;0;1;2;1;0;0.91028;NaN
CS;0;2;1;1;5;1;0;1;3;1;0;0.63697;NaN
CS;0;2;1;1;5;5;0;1;3;1;0;0.64106;NaN
CS;0;2;1;0;7;4;0;NaN;2;0;1;0.98425;NaN
CS;0;2;1;0;6;4;0;NaN;2;0;1;0.78802;NaN
CS;0;2;1;1;5;2;0;1;3;1;0;0.75695;NaN
CS;0;2;1;0;9;3;0;NaN;1;0;1;0.7346;NaN
CS;0;2;1;0;9;1;1;NaN;1;1;1;1.0062;NaN
CS;0;2;1;0;8;4;1;NaN;4;1;1;0.68895;NaN
CS;0;2;1;0;8;5;1;NaN;1;1;1;0.81119;NaN
CS;0;2;1;0;6;4;0;NaN;3;0;1;0.71764;NaN
CS;0;2;1;1;3;1;1;NaN;3;0;0;0.82829;NaN
CS;0;2;1;0;10;1;1;NaN;1;1;1;0.66442;NaN
CS;0;2;1;1;1;2;1;NaN;1;1;1;0.66217;NaN
CS;0;2;1;1;4;2;1;NaN;2;0;0;0.79877;NaN
CS;0;2;1;0;8;4;0;NaN;1;1;0;0.89379;NaN
CS;0;2;1;1;4;2;0;1;2;0;1;0.87796;NaN
CS;0;2;1;0;9;4;0;NaN;3;0;1;0.82891;NaN
CS;0;2;1;0;10;4;0;NaN;3;0;1;0.81141;NaN
